,eleicao_gov_2t,id_municipio
0,0,5200050
1,0,5200100
2,0,5200134
3,0,5200159
4,0,5200175
5,0,5200209
6,0,5200258
7,0,5200308
8,0,5200506
9,0,5200555
10,0,5200605
11,0,5200803
12,0,5200829
13,0,5200852
14,0,5200902
15,0,5201108
16,0,5201207
17,0,5201306
18,0,5201405
19,0,5201454
20,0,5201504
21,0,5201603
22,0,5201702
23,0,5201801
24,0,5202155
25,0,5202353
26,0,5202502
27,0,5202601
28,0,5202809
29,0,5203104
30,0,5203203
31,0,5203302
32,0,5203401
33,0,5203500
34,0,5203559
35,0,5203575
36,0,5203609
37,0,5203807
38,0,5203906
39,0,5203939
40,0,5203962
41,0,5204003
42,0,5204102
43,0,5204201
44,0,5204250
45,0,5204300
46,0,5204409
47,0,5204508
48,0,5204557
49,0,5204607
50,0,5204656
51,0,5204706
52,0,5204805
53,0,5204854
54,0,5204904
55,0,5204953
56,0,5205000
57,0,5205059
58,0,5205109
59,0,5205208
60,0,5205307
61,0,5205406
62,0,5205455
63,0,5205471
64,0,5205497
65,0,5205513
66,0,5205521
67,0,5205703
68,0,5205802
69,0,5205901
70,0,5206206
71,0,5206305
72,0,5206404
73,0,5206503
74,0,5206602
75,0,5206701
76,0,5206800
77,0,5206909
78,0,5207105
79,0,5208301
80,0,5207253
81,0,5207352
82,0,5207402
83,0,5207501
84,0,5207535
85,0,5207600
86,0,5207808
87,0,5207907
88,0,5208004
89,0,5208103
90,0,5208152
91,0,5208400
92,0,5208509
93,0,5208608
94,0,5208707
95,0,5208806
96,0,5208905
97,0,5209101
98,0,5209150
99,0,5209200
100,0,5209291
101,0,5209408
102,0,5209457
103,0,5209606
104,0,5209705
105,0,5209804
106,0,5209903
107,0,5209937
108,0,5209952
109,0,5210000
110,0,5210109
111,0,5210158
112,0,5210208
113,0,5210307
114,0,5210406
115,0,5210562
116,0,5210604
117,0,5210802
118,0,5210901
119,0,5211008
120,0,5211206
121,0,5211305
122,0,5211404
123,0,5211503
124,0,5211602
125,0,5211701
126,0,5211800
127,0,5211909
128,0,5212006
129,0,5212055
130,0,5212105
131,0,5212204
132,0,5212253
133,0,5212303
134,0,5212501
135,0,5212600
136,0,5212709
137,0,5212808
138,0,5212907
139,0,5212956
140,0,5213004
141,0,5213053
142,0,5213087
143,0,5213103
144,0,5213400
145,0,5213509
146,0,5213707
147,0,5213756
148,0,5213772
149,0,5213806
150,0,5213855
151,0,5213905
152,0,5214002
153,0,5214051
154,0,5214101
155,0,5214408
156,0,5214507
157,0,5214606
158,0,5214705
159,0,5214804
160,0,5214838
161,0,5214861
162,0,5214879
163,0,5214903
164,0,5215009
165,0,5215207
166,0,5215231
167,0,5215256
168,0,5215306
169,0,5215405
170,0,5215504
171,0,5215603
172,0,5215652
173,0,5215702
174,0,5215801
175,0,5215900
176,0,5216007
177,0,5216304
178,0,5216403
179,0,5216452
180,0,5216809
181,0,5216908
182,0,5217104
183,0,5217203
184,0,5217302
185,0,5217401
186,0,5217609
187,0,5217708
188,0,5218003
189,0,5218052
190,0,5218102
191,0,5218300
192,0,5218391
193,0,5218508
194,0,5218607
195,0,5218706
196,0,5218789
197,0,5218805
198,0,5218904
199,0,5219001
200,0,5219100
201,0,5219209
202,0,5219258
203,0,5219308
204,0,5219357
205,0,5219407
206,0,5219456
207,0,5219506
208,0,5219605
209,0,5219704
210,0,5219712
211,0,5219738
212,0,5219753
213,0,5219803
214,0,5219902
215,0,5220009
216,0,5220058
217,0,5220108
218,0,5220157
219,0,5220207
220,0,5220264
221,0,5220280
222,0,5220405
223,0,5220454
224,0,5220504
225,0,5220603
226,0,5220686
227,0,5220702
228,0,5221007
229,0,5221080
230,0,5221197
231,0,5221304
232,0,5221403
233,0,5221452
234,0,5221502
235,0,5221551
236,0,5221577
237,0,5221601
238,0,5221700
239,0,5221809
240,0,5221858
241,0,5221908
242,0,5222005
243,0,5222054
244,0,5222203
245,0,5222302
246,0,3100104
247,0,3100203
248,0,3100302
249,0,3100401
250,0,3100500
251,0,3100609
252,0,3100708
253,0,3100807
254,0,3100906
255,0,3101003
256,0,3101102
257,0,3101201
258,0,3101300
259,0,3101409
260,0,3101508
261,0,3101607
262,0,3101631
263,0,3101706
264,0,3101805
265,0,3101904
266,0,3102001
267,0,3102050
268,0,3153509
269,0,3102100
270,0,3102209
271,0,3102308
272,0,3102407
273,0,3102506
274,0,3102605
275,0,3102803
276,0,3102852
277,0,3102902
278,0,3103009
279,0,3103108
280,0,3103207
281,0,3103306
282,0,3103405
283,0,3103504
284,0,3103603
285,0,3103702
286,0,3103751
287,0,3103801
288,0,3103900
289,0,3104007
290,0,3104106
291,0,3104205
292,0,3104304
293,0,3104403
294,0,3104452
295,0,3104502
296,0,3104601
297,0,3104700
298,0,3104809
299,0,3104908
300,0,3105004
301,0,3105103
302,0,3105202
303,0,3105301
304,0,3105400
305,0,3105509
306,0,3105608
307,0,3105707
308,0,3105905
309,0,3106002
310,0,3106101
311,0,3106200
312,0,3106309
313,0,3106408
314,0,3106507
315,0,3106655
316,0,3106606
317,0,3106705
318,0,3106804
319,0,3106903
320,0,3107000
321,0,3107109
322,0,3107208
323,0,3107307
324,0,3107406
325,0,3107505
326,0,3107604
327,0,3107703
328,0,3107802
329,0,3107901
330,0,3108008
331,0,3108107
332,0,3108206
333,0,3108255
334,0,3108305
335,0,3108404
336,0,3108503
337,0,3108701
338,0,3108552
339,0,3108602
340,0,3108800
341,0,3108909
342,0,3109006
343,0,3109105
344,0,3109204
345,0,3109253
346,0,3109303
347,0,3109402
348,0,3109451
349,0,3109501
350,0,3109600
351,0,3109709
352,0,3102704
353,0,3109808
354,0,3109907
355,0,3110004
356,0,3110103
357,0,3110202
358,0,3110301
359,0,3110400
360,0,3110509
361,0,3110608
362,0,3110707
363,0,3110806
364,0,3110905
365,0,3111002
366,0,3111101
367,0,3111150
368,0,3111200
369,0,3111309
370,0,3111408
371,0,3111507
372,0,3111606
373,0,3111903
374,0,3111705
375,0,3111804
376,0,3112000
377,0,3112059
378,0,3112109
379,0,3112208
380,0,3112307
381,0,3112406
382,0,3112505
383,0,3112604
384,0,3112653
385,0,3112703
386,0,3112802
387,0,3112901
388,0,3113008
389,0,3113107
390,0,3113206
391,0,3113305
392,0,3113404
393,0,3113503
394,0,3113602
395,0,3113701
396,0,3113800
397,0,3113909
398,0,3114006
399,0,3114105
400,0,3114204
401,0,3114303
402,0,3114402
403,0,3114501
404,0,3114550
405,0,3114600
406,0,3114709
407,0,3114808
408,0,3114907
409,0,3115003
410,0,3115102
411,0,3115300
412,0,3115359
413,0,3115409
414,0,3115458
415,0,3115474
416,0,3115508
417,0,3115607
418,0,3115706
419,0,3115805
420,0,3115904
421,0,3116001
422,0,3116100
423,0,3116159
424,0,3116209
425,0,3116308
426,0,3116407
427,0,3116506
428,0,3116605
429,0,3116704
430,0,3116803
431,0,3116902
432,0,3117009
433,0,3117108
434,0,3115201
435,0,3117306
436,0,3117207
437,0,3117405
438,0,3117504
439,0,3117603
440,0,3117702
441,0,3117801
442,0,3117836
443,0,3117876
444,0,3117900
445,0,3118007
446,0,3118106
447,0,3118205
448,0,3118304
449,0,3118403
450,0,3118502
451,0,3118601
452,0,3118700
453,0,3118809
454,0,3118908
455,0,3119005
456,0,3119104
457,0,3119203
458,0,3119302
459,0,3119401
460,0,3119500
461,0,3119609
462,0,3119708
463,0,3119807
464,0,3119906
465,0,3119955
466,0,3120003
467,0,3120102
468,0,3120151
469,0,3120201
470,0,3120300
471,0,3120409
472,0,3120508
473,0,3120607
474,0,3120706
475,0,3120805
476,0,3120839
477,0,3120870
478,0,3120904
479,0,3121001
480,0,3121100
481,0,3121209
482,0,3121258
483,0,3121308
484,0,3121407
485,0,3121506
486,0,3121605
487,0,3121704
488,0,3121803
489,0,3121902
490,0,3122009
491,0,3122108
492,0,3122207
493,0,3122306
494,0,3122355
495,0,3122405
496,0,3122454
497,0,3122470
498,0,3122504
499,0,3122603
500,0,3122702
501,0,3122801
502,0,3122900
503,0,3123007
504,0,3123106
505,0,3123205
506,0,3123304
507,0,3123403
508,0,3123502
509,0,3123528
510,0,3123601
511,0,3123700
512,0,3123809
513,0,3123858
514,0,3123908
515,0,3124005
516,0,3124104
517,0,3124203
518,0,3124302
519,0,3124401
520,0,3124500
521,0,3124609
522,0,3124708
523,0,3124807
524,0,3124906
525,0,3125002
526,0,3125101
527,0,3125200
528,0,3125309
529,0,3125408
530,0,3125606
531,0,3125705
532,0,3125804
533,0,3125903
534,0,3125952
535,0,3126000
536,0,3126109
537,0,3126208
538,0,3126307
539,0,3126406
540,0,3126505
541,0,3126604
542,0,3126703
543,0,3126752
544,0,3126802
545,0,3126901
546,0,3126950
547,0,3127008
548,0,3127057
549,0,3127073
550,0,3127107
551,0,3127206
552,0,3127305
553,0,3127339
554,0,3127354
555,0,3127370
556,0,3127388
557,0,3127404
558,0,3127503
559,0,3127602
560,0,3127701
561,0,3127800
562,0,3127909
563,0,3128006
564,0,3128105
565,0,3128204
566,0,3128253
567,0,3128303
568,0,3128402
569,0,3128501
570,0,3128600
571,0,3128709
572,0,3128808
573,0,3128907
574,0,3129004
575,0,3129103
576,0,3129202
577,0,3129301
578,0,3129400
579,0,3129509
580,0,3129608
581,0,3129657
582,0,3129707
583,0,3129806
584,0,3129905
585,0,3130002
586,0,3130051
587,0,3130101
588,0,3130200
589,0,3130309
590,0,3130408
591,0,3130507
592,0,3130556
593,0,3130606
594,0,3130655
595,0,3130705
596,0,3130804
597,0,3130903
598,0,3131000
599,0,3131109
600,0,3131158
601,0,3131208
602,0,3131307
603,0,3131406
604,0,3131505
605,0,3131604
606,0,3131703
607,0,3131802
608,0,3131901
609,0,3132008
610,0,3132107
611,0,3132206
612,0,3132305
613,0,3132404
614,0,3132503
615,0,3132602
616,0,3132701
617,0,3132800
618,0,3132909
619,0,3133006
620,0,3133105
621,0,3133204
622,0,3133303
623,0,3133402
624,0,3133501
625,0,3133600
626,0,3133709
627,0,3133758
628,0,3133808
629,0,3133907
630,0,3134004
631,0,3134103
632,0,3134202
633,0,3134301
634,0,3134400
635,0,3134509
636,0,3134608
637,0,3134707
638,0,3134806
639,0,3134905
640,0,3135001
641,0,3135050
642,0,3135076
643,0,3135100
644,0,3135209
645,0,3135308
646,0,3135357
647,0,3135407
648,0,3135456
649,0,3135506
650,0,3135605
651,0,3135704
652,0,3135803
653,0,3135902
654,0,3136009
655,0,3136108
656,0,3136207
657,0,3136306
658,0,3136405
659,0,3136504
660,0,3136520
661,0,3136553
662,0,3136579
663,0,3136652
664,0,3136702
665,0,3136801
666,0,3136900
667,0,3136959
668,0,3137007
669,0,3137106
670,0,3137205
671,0,3137304
672,0,3137403
673,0,3137502
674,0,3137536
675,0,3137601
676,0,3137700
677,0,3137809
678,0,3137908
679,0,3138005
680,0,3138104
681,0,3138203
682,0,3138302
683,0,3138351
684,0,3138401
685,0,3138500
686,0,3138609
687,0,3138625
688,0,3138658
689,0,3138674
690,0,3138682
691,0,3138708
692,0,3138807
693,0,3138906
694,0,3139003
695,0,3139102
696,0,3139201
697,0,3139250
698,0,3139300
699,0,3139409
700,0,3139508
701,0,3139607
702,0,3139805
703,0,3139706
704,0,3139904
705,0,3140001
706,0,3140100
707,0,3140159
708,0,3140209
709,0,3140308
710,0,3140407
711,0,3140506
712,0,3140530
713,0,3140555
714,0,3140605
715,0,3140704
716,0,3171501
717,0,3140803
718,0,3140852
719,0,3140902
720,0,3141009
721,0,3141108
722,0,3141207
723,0,3141306
724,0,3141405
725,0,3141504
726,0,3141603
727,0,3141702
728,0,3141801
729,0,3141900
730,0,3142007
731,0,3142106
732,0,3142205
733,0,3142254
734,0,3142304
735,0,3142403
736,0,3142502
737,0,3142601
738,0,3142700
739,0,3142809
740,0,3142908
741,0,3143005
742,0,3143104
743,0,3143153
744,0,3143203
745,0,3143401
746,0,3143302
747,0,3143450
748,0,3143500
749,0,3143609
750,0,3143708
751,0,3143807
752,0,3143906
753,0,3144003
754,0,3144102
755,0,3144201
756,0,3144300
757,0,3144359
758,0,3144375
759,0,3144409
760,0,3144508
761,0,3144607
762,0,3144656
763,0,3144672
764,0,3144706
765,0,3144805
766,0,3144904
767,0,3145000
768,0,3145059
769,0,3145109
770,0,3145208
771,0,3136603
772,0,3145307
773,0,3145356
774,0,3145372
775,0,3145406
776,0,3145455
777,0,3145505
778,0,3145604
779,0,3145703
780,0,3145802
781,0,3145851
782,0,3145877
783,0,3145901
784,0,3146008
785,0,3146107
786,0,3146206
787,0,3146255
788,0,3146305
789,0,3146552
790,0,3146404
791,0,3146503
792,0,3146602
793,0,3146701
794,0,3146750
795,0,3146909
796,0,3147105
797,0,3147006
798,0,3147204
799,0,3147303
800,0,3147402
801,0,3147600
802,0,3147709
803,0,3147808
804,0,3147501
805,0,3147907
806,0,3147956
807,0,3148004
808,0,3148103
809,0,3148202
810,0,3148301
811,0,3148400
812,0,3148509
813,0,3148608
814,0,3148707
815,0,3148756
816,0,3148806
817,0,3148905
818,0,3149002
819,0,3149101
820,0,3149150
821,0,3149200
822,0,3149309
823,0,3149408
824,0,3149507
825,0,3149606
826,0,3149705
827,0,3149804
828,0,3149903
829,0,3149952
830,0,3150000
831,0,3150109
832,0,3150158
833,0,3150208
834,0,3150307
835,0,3150406
836,0,3150505
837,0,3150539
838,0,3150570
839,0,3150604
840,0,3150703
841,0,3150802
842,0,3150901
843,0,3151008
844,0,3151107
845,0,3151206
846,0,3151305
847,0,3151404
848,0,3151503
849,0,3151602
850,0,3151701
851,0,3151800
852,0,3151909
853,0,3152006
854,0,3152105
855,0,3152131
856,0,3152170
857,0,3152204
858,0,3152303
859,0,3152402
860,0,3152501
861,0,3152600
862,0,3152709
863,0,3152808
864,0,3152907
865,0,3153004
866,0,3153103
867,0,3153202
868,0,3153301
869,0,3153400
870,0,3153608
871,0,3153707
872,0,3153806
873,0,3153905
874,0,3154002
875,0,3154101
876,0,3154150
877,0,3154200
878,0,3154309
879,0,3154408
880,0,3154457
881,0,3154507
882,0,3154606
883,0,3154705
884,0,3154804
885,0,3154903
886,0,3155108
887,0,3155009
888,0,3155207
889,0,3155306
890,0,3155405
891,0,3155504
892,0,3155603
893,0,3155702
894,0,3155801
895,0,3155900
896,0,3156007
897,0,3156106
898,0,3156205
899,0,3156304
900,0,3156403
901,0,3156452
902,0,3156502
903,0,3156601
904,0,3156700
905,0,3156809
906,0,3156908
907,0,3157005
908,0,3157104
909,0,3157203
910,0,3157252
911,0,3157278
912,0,3157302
913,0,3157336
914,0,3157377
915,0,3157401
916,0,3157500
917,0,3157609
918,0,3157658
919,0,3157708
920,0,3157807
921,0,3157906
922,0,3158003
923,0,3158102
924,0,3158201
925,0,3159209
926,0,3159407
927,0,3159308
928,0,3159357
929,0,3159506
930,0,3159605
931,0,3159704
932,0,3159803
933,0,3158300
934,0,3158409
935,0,3158508
936,0,3158607
937,0,3158706
938,0,3158805
939,0,3158904
940,0,3158953
941,0,3159001
942,0,3159100
943,0,3159902
944,0,3160009
945,0,3160108
946,0,3160207
947,0,3160306
948,0,3160405
949,0,3160454
950,0,3160504
951,0,3160603
952,0,3160702
953,0,3160801
954,0,3160900
955,0,3160959
956,0,3161007
957,0,3161056
958,0,3161106
959,0,3161205
960,0,3161304
961,0,3161403
962,0,3161502
963,0,3161601
964,0,3161650
965,0,3161700
966,0,3161809
967,0,3161908
968,0,3125507
969,0,3162005
970,0,3162104
971,0,3162203
972,0,3162252
973,0,3162302
974,0,3162401
975,0,3162450
976,0,3162500
977,0,3162559
978,0,3162575
979,0,3162609
980,0,3162658
981,0,3162708
982,0,3162807
983,0,3162906
984,0,3162922
985,0,3162948
986,0,3162955
987,0,3163003
988,0,3163102
989,0,3163201
990,0,3163300
991,0,3163409
992,0,3163508
993,0,3163607
994,0,3163706
995,0,3163805
996,0,3163904
997,0,3164100
998,0,3164001
999,0,3164209
1000,0,3164308
1001,0,3164407
1002,0,3164431
1003,0,3164472
1004,0,3164506
1005,0,3164605
1006,0,3164704
1007,0,3164803
1008,0,3164902
1009,0,3165206
1010,0,3165008
1011,0,3165107
1012,0,3165305
1013,0,3165404
1014,0,3165503
1015,0,3165537
1016,0,3165560
1017,0,3165578
1018,0,3165602
1019,0,3165701
1020,0,3165800
1021,0,3165909
1022,0,3166006
1023,0,3166105
1024,0,3166204
1025,0,3166303
1026,0,3166402
1027,0,3166501
1028,0,3166600
1029,0,3166808
1030,0,3166709
1031,0,3166907
1032,0,3166956
1033,0,3167004
1034,0,3167103
1035,0,3167202
1036,0,3165552
1037,0,3167301
1038,0,3167400
1039,0,3167509
1040,0,3167608
1041,0,3167707
1042,0,3167806
1043,0,3167905
1044,0,3168002
1045,0,3168051
1046,0,3168101
1047,0,3168200
1048,0,3168309
1049,0,3168408
1050,0,3168507
1051,0,3168606
1052,0,3168705
1053,0,3168804
1054,0,3168903
1055,0,3169000
1056,0,3169059
1057,0,3169109
1058,0,3169208
1059,0,3169307
1060,0,3169356
1061,0,3169406
1062,0,3169505
1063,0,3169604
1064,0,3169703
1065,0,3169802
1066,0,3169901
1067,0,3170008
1068,0,3170057
1069,0,3170107
1070,0,3170206
1071,0,3170305
1072,0,3170404
1073,0,3170438
1074,0,3170479
1075,0,3170503
1076,0,3170529
1077,0,3170578
1078,0,3170602
1079,0,3170651
1080,0,3170701
1081,0,3170750
1082,0,3170800
1083,0,3170909
1084,0,3171006
1085,0,3171030
1086,0,3171071
1087,0,3171105
1088,0,3171154
1089,0,3171204
1090,0,3171303
1091,0,3171402
1092,0,3171600
1093,0,3171709
1094,0,3171808
1095,0,3171907
1096,0,3172004
1097,0,3172103
1098,0,3172202
1099,0,1500107
1100,0,1500131
1101,0,1500206
1102,0,1500305
1103,0,1500347
1104,0,1500404
1105,0,1500503
1106,0,1500602
1107,0,1500701
1108,0,1500800
1109,0,1500859
1110,0,1500909
1111,0,1500958
1112,0,1501006
1113,0,1501105
1114,0,1501204
1115,0,1501253
1116,0,1501303
1117,0,1501402
1118,0,1501451
1119,0,1501501
1120,0,1501576
1121,0,1501600
1122,0,1501709
1123,0,1501725
1124,0,1501758
1125,0,1501782
1126,0,1501808
1127,0,1501907
1128,0,1502004
1129,0,1501956
1130,0,1502103
1131,0,1502152
1132,0,1502202
1133,0,1502301
1134,0,1502400
1135,0,1502509
1136,0,1502608
1137,0,1502707
1138,0,1502756
1139,0,1502764
1140,0,1502772
1141,0,1502806
1142,0,1502855
1143,0,1502905
1144,0,1502939
1145,0,1502954
1146,0,1503002
1147,0,1503044
1148,0,1503077
1149,0,1503093
1150,0,1503101
1151,0,1503200
1152,0,1503309
1153,0,1503408
1154,0,1503457
1155,0,1503507
1156,0,1503606
1157,0,1503705
1158,0,1503754
1159,0,1503804
1160,0,1503903
1161,0,1504000
1162,0,1504059
1163,0,1504109
1164,0,1504208
1165,0,1504307
1166,0,1504406
1167,0,1504422
1168,0,1504455
1169,0,1504505
1170,0,1504604
1171,0,1504703
1172,0,1504752
1173,0,1504802
1174,0,1504901
1175,0,1504950
1176,0,1504976
1177,0,1505007
1178,0,1505031
1179,0,1505064
1180,0,1505106
1181,0,1505205
1182,0,1505304
1183,0,1505403
1184,0,1505437
1185,0,1505486
1186,0,1505494
1187,0,1505502
1188,0,1505536
1189,0,1505551
1190,0,1505601
1191,0,1505635
1192,0,1505650
1193,0,1505700
1194,0,1505809
1195,0,1505908
1196,0,1506005
1197,0,1506104
1198,0,1506112
1199,0,1506138
1200,0,1506161
1201,0,1506187
1202,0,1506195
1203,0,1506203
1204,0,1506302
1205,0,1506351
1206,0,1506401
1207,0,1506500
1208,0,1506559
1209,0,1506583
1210,0,1506609
1211,0,1506708
1212,0,1506807
1213,0,1506906
1214,0,1507003
1215,0,1507102
1216,0,1507151
1217,0,1507201
1218,0,1507300
1219,0,1507409
1220,0,1507458
1221,0,1507466
1222,0,1507474
1223,0,1507508
1224,0,1507607
1225,0,1507706
1226,0,1507755
1227,0,1507805
1228,0,1507904
1229,0,1507953
1230,0,1507961
1231,0,1507979
1232,0,1508001
1233,0,1508035
1234,0,1508050
1235,0,1508084
1236,0,1508100
1237,0,1508126
1238,0,1508159
1239,0,1508209
1240,0,1508308
1241,0,1508357
1242,0,1508407
1243,0,2300101
1244,0,2300150
1245,0,2300200
1246,0,2300309
1247,0,2300408
1248,0,2300507
1249,0,2300606
1250,0,2300705
1251,0,2300754
1252,0,2300804
1253,0,2300903
1254,0,2301000
1255,0,2301109
1256,0,2301208
1257,0,2301257
1258,0,2301307
1259,0,2301406
1260,0,2301505
1261,0,2301604
1262,0,2301703
1263,0,2301802
1264,0,2301851
1265,0,2301901
1266,0,2301950
1267,0,2302008
1268,0,2302057
1269,0,2302107
1270,0,2302206
1271,0,2302305
1272,0,2302404
1273,0,2302503
1274,0,2302602
1275,0,2302701
1276,0,2302800
1277,0,2302909
1278,0,2303006
1279,0,2303105
1280,0,2303204
1281,0,2303303
1282,0,2303402
1283,0,2303501
1284,0,2303600
1285,0,2303659
1286,0,2303709
1287,0,2303808
1288,0,2303907
1289,0,2303931
1290,0,2303956
1291,0,2304004
1292,0,2304103
1293,0,2304202
1294,0,2304236
1295,0,2304251
1296,0,2304269
1297,0,2304277
1298,0,2304285
1299,0,2304301
1300,0,2304350
1301,0,2304400
1302,0,2304459
1303,0,2304509
1304,0,2304608
1305,0,2304657
1306,0,2304707
1307,0,2304806
1308,0,2304905
1309,0,2304954
1310,0,2305001
1311,0,2305100
1312,0,2305209
1313,0,2305233
1314,0,2305266
1315,0,2305308
1316,0,2305332
1317,0,2305357
1318,0,2305407
1319,0,2305506
1320,0,2305605
1321,0,2305654
1322,0,2305704
1323,0,2305803
1324,0,2305902
1325,0,2306009
1326,0,2306108
1327,0,2306207
1328,0,2306256
1329,0,2306306
1330,0,2306405
1331,0,2306504
1332,0,2306553
1333,0,2306603
1334,0,2306702
1335,0,2306801
1336,0,2306900
1337,0,2307007
1338,0,2307106
1339,0,2307205
1340,0,2307254
1341,0,2307304
1342,0,2307403
1343,0,2307502
1344,0,2307601
1345,0,2307635
1346,0,2307650
1347,0,2307700
1348,0,2307809
1349,0,2307908
1350,0,2308005
1351,0,2308104
1352,0,2308203
1353,0,2308302
1354,0,2308351
1355,0,2308377
1356,0,2308401
1357,0,2308500
1358,0,2308609
1359,0,2308708
1360,0,2308807
1361,0,2308906
1362,0,2309003
1363,0,2309102
1364,0,2309201
1365,0,2309300
1366,0,2309409
1367,0,2309458
1368,0,2309508
1369,0,2309607
1370,0,2309706
1371,0,2309805
1372,0,2309904
1373,0,2310001
1374,0,2310100
1375,0,2310209
1376,0,2310258
1377,0,2310308
1378,0,2310407
1379,0,2310506
1380,0,2310605
1381,0,2310704
1382,0,2310803
1383,0,2310852
1384,0,2310902
1385,0,2310951
1386,0,2311009
1387,0,2311108
1388,0,2311207
1389,0,2311231
1390,0,2311264
1391,0,2311306
1392,0,2311355
1393,0,2311405
1394,0,2311504
1395,0,2311603
1396,0,2311702
1397,0,2311801
1398,0,2311900
1399,0,2311959
1400,0,2312205
1401,0,2312007
1402,0,2312106
1403,0,2312304
1404,0,2312403
1405,0,2312502
1406,0,2312601
1407,0,2312700
1408,0,2312809
1409,0,2312908
1410,0,2313005
1411,0,2313104
1412,0,2313203
1413,0,2313252
1414,0,2313302
1415,0,2313351
1416,0,2313401
1417,0,2313500
1418,0,2313559
1419,0,2313609
1420,0,2313708
1421,0,2313757
1422,0,2313807
1423,0,2313906
1424,0,2313955
1425,0,2314003
1426,0,2314102
1427,1,2900108
1428,1,2900207
1429,1,2900306
1430,1,2900355
1431,1,2900405
1432,1,2900603
1433,1,2900702
1434,1,2900801
1435,1,2900900
1436,1,2901007
1437,1,2901106
1438,1,2901155
1439,1,2901205
1440,1,2901304
1441,1,2901353
1442,1,2901403
1443,1,2901502
1444,1,2901601
1445,1,2901700
